Date,_Open,_High,_Low,_Close,_Volume,SMA D-4,SMA D-3,SMA D-2,SMA D-1,SMA D-0,RSI D-4,RSI D-3,RSI D-2,RSI D-1,RSI D-0,AO D-4,AO D-3,AO D-2,AO D-1,AO D-0,MACD D-4,MACD D-3,MACD D-2,MACD D-1,MACD D-0,ADX D-4,ADX D-3,ADX D-2,ADX D-1,ADX D-0,BB D-4,BB D-3,BB D-2,BB D-1,BB D-0,Ichimoku D-4,Ichimoku D-3,Ichimoku D-2,Ichimoku D-1,Ichimoku D-0,pSAR_ind D-4,pSAR_ind D-3,pSAR_ind D-2,pSAR_ind D-1,pSAR_ind D-0,Aleatory D-4,Aleatory D-3,Aleatory D-2,Aleatory D-1,Aleatory D-0,Trend
2013-06-21,7.086825224475965,7.244679927825928,6.987127892408393,7.244679927825928,4906500,0.0,0.0,0.0,0.0,0,50.857144356425124,44.41081693688895,40.720104193893235,31.68598219907763,38.82353258930124,-0.07851251163088246,-0.0342108502650067,-0.024644493045411053,-0.055909969672868876,-0.12731047926733474,-0.01721331387538349,-0.013180025768156238,-0.025130485516517705,-0.03713690400936201,-0.03679977842061473,-1.0,-1.0,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0,-0.12462348181279648,-0.12462348181279648,-0.12462348181279648,-0.12462348181279648,-0.12462348181279648,-0.039144509912697974,-0.04700452889013301,-0.07305629392508352,-0.10697181618106483,-0.09633967833540732,0.0,0.0,0.0,0.0,0,0
2013-06-24,7.086825134339602,7.103441752301501,6.638186749579715,7.041131019592285,12899600,0.0,0.0,0.0,0.0,0,44.41081693688895,40.720104193893235,31.68598219907763,38.82353258930124,37.82230367408263,-0.0342108502650067,-0.024644493045411053,-0.055909969672868876,-0.12731047926733474,-0.23967738373931535,-0.013180025768156238,-0.025130485516517705,-0.03713690400936201,-0.03679977842061473,-0.04774721976064763,-1.0,-1.0,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0,-0.12462348181279648,-0.12462348181279648,-0.12462348181279648,-0.12462348181279648,-0.12462348181279648,-0.04700452889013301,-0.07305629392508352,-0.10697181618106483,-0.09633967833540732,-0.14632218396583485,0.0,0.0,0.0,0.0,0,0
2013-06-25,6.999589954321383,7.124211414172645,6.83758110572604,6.937279224395752,6366000,0.0,0.0,0.0,0.0,0,40.720104193893235,31.68598219907763,38.82353258930124,37.82230367408263,35.77229980716186,-0.024644493045411053,-0.055909969672868876,-0.12731047926733474,-0.23967738373931535,-0.3260328301053548,-0.025130485516517705,-0.03713690400936201,-0.03679977842061473,-0.04774721976064763,-0.058722463652917486,-1.0,-1.0,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0,-0.12462348181279648,-0.12462348181279648,-0.12462348181279648,-0.12462348181279648,-0.12462301573268064,-0.07305629392508352,-0.10697181618106483,-0.09633967833540732,-0.14632218396583485,-0.11382969316241295,0.0,0.0,0.0,0.0,0,0
2013-06-26,7.020358839001969,7.049437122278841,6.904045705894483,6.991280555725098,3390800,0.0,0.0,0.0,0.0,0,31.68598219907763,38.82353258930124,37.82230367408263,35.77229980716186,37.1351738450521,-0.055909969672868876,-0.12731047926733474,-0.23967738373931535,-0.3260328301053548,-0.387586190615699,-0.03713690400936201,-0.03679977842061473,-0.04774721976064763,-0.058722463652917486,-0.05893213509154703,-1.0,-1.0,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0,-0.12462348181279648,-0.12462348181279648,-0.12462348181279648,-0.12462301573268064,-0.0540039854420753,-0.10697181618106483,-0.09633967833540732,-0.14632218396583485,-0.11382969316241295,-0.1006142587594565,0.0,0.0,0.0,0.0,0,0
2013-06-27,6.945586253670451,7.269603135817777,6.945586253670451,7.182368278503418,6301100,0.0,0.0,0.0,0.0,0,38.82353258930124,37.82230367408263,35.77229980716186,37.1351738450521,42.615019576528844,-0.12731047926733474,-0.23967738373931535,-0.3260328301053548,-0.387586190615699,-0.3767489557742314,-0.03679977842061473,-0.04774721976064763,-0.058722463652917486,-0.05893213509154703,-0.043500311456667426,-1.0,-1.0,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0,-0.12462348181279648,-0.12462348181279648,-0.12462301573268064,-0.0540039854420753,-0.07477422374719556,-0.09633967833540732,-0.14632218396583485,-0.11382969316241295,-0.1006142587594565,-0.08945466298303219,0.0,0.0,0.0,0.0,0,0
2013-06-28,7.174060430024164,7.410841677700738,7.11174970047621,7.3111443519592285,5578700,0.0,0.0,0.0,0.0,0,37.82230367408263,35.77229980716186,37.1351738450521,42.615019576528844,46.01365849168791,-0.23967738373931535,-0.3260328301053548,-0.387586190615699,-0.3767489557742314,-0.3443717809097109,-0.04774721976064763,-0.058722463652917486,-0.05893213509154703,-0.043500311456667426,-0.022951101310017194,-1.0,-1.0,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0,-0.12462348181279648,-0.12462301573268064,-0.0540039854420753,-0.07477422374719556,-0.06646493872447934,-0.14632218396583485,-0.11382969316241295,-0.1006142587594565,-0.08945466298303219,-0.06255313097298427,0.0,0.0,0.0,0.0,0,0
2013-07-01,7.174059144396597,7.4440727855992,7.111748426015037,7.269602298736572,4269600,0.0,0.0,0.0,0.0,0,35.77229980716186,37.1351738450521,42.615019576528844,46.01365849168791,50.49997431614217,-0.3260328301053548,-0.387586190615699,-0.3767489557742314,-0.3443717809097109,-0.26136415887270914,-0.058722463652917486,-0.05893213509154703,-0.043500311456667426,-0.022951101310017194,-0.011088630737893353,-1.0,-1.0,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0,-0.12462301573268064,-0.0540039854420753,-0.07477422374719556,-0.06646493872447934,-0.09762046690743809,-0.11382969316241295,-0.1006142587594565,-0.08945466298303219,-0.06255313097298427,-0.06034969565333452,0.0,0.0,0.0,0.0,0,0
2013-07-02,7.2779120573388205,7.385917693825631,6.9788192817372146,7.1408281326293945,3728300,0.0,0.0,0.0,0.0,0,37.1351738450521,42.615019576528844,46.01365849168791,50.49997431614217,49.26830866178415,-0.387586190615699,-0.3767489557742314,-0.3443717809097109,-0.26136415887270914,-0.21392228351045173,-0.05893213509154703,-0.043500311456667426,-0.022951101310017194,-0.011088630737893353,-0.010834366971881608,-1.0,-1.0,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0,-0.0540039854420753,-0.07477422374719556,-0.06646493872447934,-0.09762046690743809,-0.11423680055977403,-0.1006142587594565,-0.08945466298303219,-0.06255313097298427,-0.06034969565333452,-0.07749827064804111,0.0,0.0,0.0,0.0,0,0
2013-07-03,7.124211184664698,7.29037338988807,7.020359707359603,7.165751934051514,4602900,0.0,0.0,0.0,0.0,0,42.615019576528844,46.01365849168791,50.49997431614217,49.26830866178415,40.74073468458717,-0.3767489557742314,-0.3443717809097109,-0.26136415887270914,-0.21392228351045173,-0.16567394707828953,-0.043500311456667426,-0.022951101310017194,-0.011088630737893353,-0.010834366971881608,-0.008035892335230915,-1.0,-1.0,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0,-0.07477422374719556,-0.06646493872447934,-0.09762046690743809,-0.11423680055977403,-0.11423680055977403,-0.08945466298303219,-0.06255313097298427,-0.06034969565333452,-0.07749827064804111,-0.06893634093517255,0.0,0.0,0.0,0.0,0,0
2013-07-04,7.165751061305608,7.369299836953695,7.124210316978207,7.365145683288574,5186400,0.0,0.0,0.0,0.0,0,46.01365849168791,50.49997431614217,49.26830866178415,40.74073468458717,44.53333651679598,-0.3443717809097109,-0.26136415887270914,-0.21392228351045173,-0.16567394707828953,-0.12495202340632616,-0.022951101310017194,-0.011088630737893353,-0.010834366971881608,-0.008035892335230915,0.007363123620931701,-1.0,-1.0,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0,-0.06646493872447934,-0.09762046690743809,-0.11423680055977403,-0.11423680055977403,-0.11423680055977403,-0.06255313097298427,-0.06034969565333452,-0.07749827064804111,-0.06893634093517255,-0.05059058588430011,0.0,0.0,0.0,0.0,0,0
