Date,_Open,_High,_Low,_Close,_Volume,SMA D-4,SMA D-3,SMA D-2,SMA D-1,SMA D-0,RSI D-4,RSI D-3,RSI D-2,RSI D-1,RSI D-0,AO D-4,AO D-3,AO D-2,AO D-1,AO D-0,MACD D-4,MACD D-3,MACD D-2,MACD D-1,MACD D-0,ADX D-4,ADX D-3,ADX D-2,ADX D-1,ADX D-0,BB D-4,BB D-3,BB D-2,BB D-1,BB D-0,Ichimoku D-4,Ichimoku D-3,Ichimoku D-2,Ichimoku D-1,Ichimoku D-0,pSAR_ind D-4,pSAR_ind D-3,pSAR_ind D-2,pSAR_ind D-1,pSAR_ind D-0,Aleatory D-4,Aleatory D-3,Aleatory D-2,Aleatory D-1,Aleatory D-0,Trend
2007-09-12,14.181862110789666,14.761016524748326,14.181862110789666,14.478864669799805,108919,0.0,0.0,0.0,0.0,0,63.67999033307728,65.13911799199383,74.11557293394503,78.08484457980772,73.28397783577859,0.28743686479038466,0.41431740682094365,0.46229700239725524,0.4322252116073102,0.4016076204554828,0.1687002373568299,0.1711067411669698,0.15921573569780795,0.15615560795946792,0.13426894850358356,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.28215198316153156,0.8390318010576916,0.8390318010576916,0.8390318975637179,0.9541200253231175,0.15281863558678338,0.18658876615290088,0.16781962533563188,0.16638894745918026,0.16426972276523144,1.0,1.0,1.0,1.0,1,0
2007-09-13,14.330363390294735,14.664491989320023,14.330363390294735,14.478864669799805,70070,0.0,0.0,0.0,0.0,0,65.13911799199383,74.11557293394503,78.08484457980772,73.28397783577859,78.21793182731486,0.41431740682094365,0.46229700239725524,0.4322252116073102,0.4016076204554828,0.4393885701066278,0.1711067411669698,0.15921573569780795,0.15615560795946792,0.13426894850358356,0.11326971203520615,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.8390318010576916,0.8390318010576916,0.8390318975637179,0.9541200253231175,0.9541200253231175,0.18658876615290088,0.16781962533563188,0.16638894745918026,0.16426972276523144,0.17035869270844473,1.0,1.0,1.0,1.0,1,0
2007-09-14,14.2561127505422,14.478864669799803,14.2561127505422,14.478864669799805,144819,0.0,0.0,0.0,0.0,0,74.11557293394503,78.08484457980772,73.28397783577859,78.21793182731486,70.27037816424169,0.46229700239725524,0.4322252116073102,0.4016076204554828,0.4393885701066278,0.3989879433832506,0.15921573569780795,0.15615560795946792,0.13426894850358356,0.11326971203520615,0.09366934519258724,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1,0.8390318010576916,0.8390318975637179,0.9541200253231175,0.9541200253231175,1.228846325883417,0.16781962533563188,0.16638894745918026,0.16426972276523144,0.17035869270844473,0.1611463855035036,1.0,1.0,1.0,1.0,1,0
2007-09-17,14.144737208807387,14.508564327626106,13.899709958831991,14.107612609863281,68341,0.0,0.0,0.0,0.0,0,78.08484457980772,73.28397783577859,78.21793182731486,70.27037816424169,56.756815863888924,0.4322252116073102,0.4016076204554828,0.4393885701066278,0.3989879433832506,0.38878856049582033,0.15615560795946792,0.13426894850358356,0.11326971203520615,0.09366934519258724,0.05206731581105087,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,1.0,1,0.8390318975637179,0.9541200253231175,0.9541200253231175,1.228846325883417,1.2845345974335256,0.16638894745918026,0.16426972276523144,0.17035869270844473,0.1611463855035036,0.13601617238254055,1.0,1.0,1.0,1.0,1,0
2007-09-18,14.478864360415274,14.478864360415274,13.855160728154614,14.107612609863281,463136,0.0,0.0,0.0,0.0,0,73.28397783577859,78.21793182731486,70.27037816424169,56.756815863888924,64.61549952812814,0.4016076204554828,0.4393885701066278,0.3989879433832506,0.38878856049582033,0.34581101399710334,0.13426894850358356,0.11326971203520615,0.09366934519258724,0.05206731581105087,0.022429684925202517,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,1.0,1,0.9541200253231175,0.9541200253231175,1.228846325883417,1.2845345974335256,1.2548336540743783,0.16426972276523144,0.17035869270844473,0.1611463855035036,0.13601617238254055,0.12883276921535944,1.0,1.0,1.0,1.0,1,0
2007-09-19,14.478864360415274,14.478864360415274,13.855160728154614,14.107612609863281,463136,0.0,0.0,0.0,0.0,0,78.21793182731486,70.27037816424169,56.756815863888924,64.61549952812814,60.34490394827637,0.4393885701066278,0.3989879433832506,0.38878856049582033,0.34581101399710334,0.29453453336153146,0.11326971203520615,0.09366934519258724,0.05206731581105087,0.022429684925202517,0.0017936390234331995,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1.0,0,0.9541200253231175,1.228846325883417,1.2845345974335256,1.2548336540743783,1.3216593159446415,0.17035869270844473,0.1611463855035036,0.13601617238254055,0.12883276921535944,0.12488769280900475,1.0,1.0,1.0,1.0,0,0
2007-09-20,14.478867260514722,14.478867260514722,13.684386857311157,14.033363342285156,153768,0.0,0.0,0.0,0.0,0,70.27037816424169,56.756815863888924,64.61549952812814,60.34490394827637,56.89666168551796,0.3989879433832506,0.38878856049582033,0.34581101399710334,0.29453453336153146,0.23070135831000016,0.09366934519258724,0.05206731581105087,0.022429684925202517,0.0017936390234331995,-0.01686111503753783,1.0,1.0,1.0,1.0,-1,1.0,1.0,1.0,0.0,0,1.228846325883417,1.2845345974335256,1.2548336540743783,1.3216593159446415,1.2436981837780614,0.1611463855035036,0.13601617238254055,0.12883276921535944,0.12488769280900475,0.10949269851452169,1.0,1.0,1.0,0.0,0,0
2007-09-21,14.256112445917436,14.256112445917436,13.736357978755816,14.107612609863281,85935,0.0,0.0,0.0,0.0,0,56.756815863888924,64.61549952812814,60.34490394827637,56.89666168551796,37.49987155840753,0.38878856049582033,0.34581101399710334,0.29453453336153146,0.23070135831000016,0.17730634359850406,0.05206731581105087,0.022429684925202517,0.0017936390234331995,-0.01686111503753783,-0.023780861237459733,1.0,1.0,1.0,-1.0,-1,1.0,1.0,0.0,0.0,0,1.2845345974335256,1.2548336540743783,1.3216593159446415,1.2436981837780614,1.2436981837780614,0.13601617238254055,0.12883276921535944,0.12488769280900475,0.10949269851452169,0.10881148624950533,1.0,1.0,0.0,0.0,0,0
2007-09-24,13.810610657789857,13.929410531799503,13.439356010537416,13.662109375,182854,0.0,0.0,0.0,0.0,0,64.61549952812814,60.34490394827637,56.89666168551796,37.49987155840753,28.845975244433546,0.34581101399710334,0.29453453336153146,0.23070135831000016,0.17730634359850406,0.09355613352912151,0.022429684925202517,0.0017936390234331995,-0.01686111503753783,-0.023780861237459733,-0.056097776400882024,1.0,1.0,-1.0,-1.0,-1,1.0,0.0,0.0,0.0,0,1.2548336540743783,1.3216593159446415,1.2436981837780614,1.2436981837780614,0.712804180805449,0.12883276921535944,0.12488769280900475,0.10949269851452169,0.10881148624950533,0.0867864310103023,1.0,0.0,0.0,0.0,0,0
2007-09-25,13.528457126772036,13.959111703721968,13.365106582641602,13.365106582641602,275909,0.0,0.0,0.0,0.0,0,60.34490394827637,56.89666168551796,37.49987155840753,28.845975244433546,27.675069682835854,0.29453453336153146,0.23070135831000016,0.17730634359850406,0.09355613352912151,0.01747118009217452,0.0017936390234331995,-0.01686111503753783,-0.023780861237459733,-0.056097776400882024,-0.09303422945528114,1.0,-1.0,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0,1.3216593159446415,1.2436981837780614,1.2436981837780614,0.712804180805449,0.6274171991433892,0.12488769280900475,0.10949269851452169,0.10881148624950533,0.0867864310103023,0.0793185835073334,0.0,0.0,0.0,0.0,0,0
2007-09-26,13.528457126772036,13.959111703721968,13.365106582641602,13.365106582641602,275909,0.0,0.0,0.0,0.0,0,56.89666168551796,37.49987155840753,28.845975244433546,27.675069682835854,15.517055246786626,0.23070135831000016,0.17730634359850406,0.09355613352912151,0.01747118009217452,-0.04856805350551063,-0.01686111503753783,-0.023780861237459733,-0.056097776400882024,-0.09303422945528114,-0.11176378127726164,-1.0,-1.0,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0,1.2436981837780614,1.2436981837780614,0.712804180805449,0.6274171991433892,0.5494533682964295,0.10949269851452169,0.10881148624950533,0.0867864310103023,0.0793185835073334,0.07555443372546537,0.0,0.0,0.0,0.0,0,0
