Date,_Open,_High,_Low,_Close,_Volume,SMA D-4,SMA D-3,SMA D-2,SMA D-1,SMA D-0,RSI D-4,RSI D-3,RSI D-2,RSI D-1,RSI D-0,AO D-4,AO D-3,AO D-2,AO D-1,AO D-0,MACD D-4,MACD D-3,MACD D-2,MACD D-1,MACD D-0,ADX D-4,ADX D-3,ADX D-2,ADX D-1,ADX D-0,BB D-4,BB D-3,BB D-2,BB D-1,BB D-0,Ichimoku D-4,Ichimoku D-3,Ichimoku D-2,Ichimoku D-1,Ichimoku D-0,pSAR_ind D-4,pSAR_ind D-3,pSAR_ind D-2,pSAR_ind D-1,pSAR_ind D-0,Aleatory D-4,Aleatory D-3,Aleatory D-2,Aleatory D-1,Aleatory D-0,Trend
2008-02-27,11.091729774276281,11.474203248019727,10.96984239017957,11.335503578186035,0,0.0,0.0,0.0,0.0,0,53.9473249779947,63.50187560875176,67.0065079506731,77.47081859719142,82.63886437780792,-0.07631469126449986,0.051467561920244265,0.1376605918749938,0.27378869257904803,0.4770351136123683,0.10489066098925925,0.11716071064097963,0.13401035885899448,0.16555078342241708,0.18656505177440066,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,-0.24272420603462308,0.08511369238657451,0.3267886414153338,0.3267886414153338,0.3267886414153338,-0.035893354785448944,-0.030815787589092782,0.12568338892537312,0.1266184122049099,0.14900856275608823,0.0,0.0,0.0,0.0,0,0
2008-02-28,11.285063637952634,11.421662084685538,11.137959324433844,11.415356636047363,0,0.0,0.0,0.0,0.0,0,63.50187560875176,67.0065079506731,77.47081859719142,82.63886437780792,84.98288252554117,0.051467561920244265,0.1376605918749938,0.27378869257904803,0.4770351136123683,0.6552669989810536,0.11716071064097963,0.13401035885899448,0.16555078342241708,0.18656505177440066,0.19529735231036016,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.08511369238657451,0.3267886414153338,0.3267886414153338,0.3267886414153338,0.4224035012038385,-0.030815787589092782,0.12568338892537312,0.1266184122049099,0.14900856275608823,0.15500751915213679,0.0,0.0,0.0,0.0,0,0
2008-02-29,11.285062717974606,11.32709293167502,11.03498357324124,11.095927238464355,0,0.0,0.0,0.0,0.0,0,67.0065079506731,77.47081859719142,82.63886437780792,84.98288252554117,73.97750802484742,0.1376605918749938,0.27378869257904803,0.4770351136123683,0.6552669989810536,0.8028784108200657,0.13401035885899448,0.16555078342241708,0.18656505177440066,0.19529735231036016,0.16994739605660927,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1,0.3267886414153338,0.3267886414153338,0.3267886414153338,0.4224035012038385,0.4224035012038385,0.12568338892537312,0.1266184122049099,0.14900856275608823,0.15500751915213679,0.1463939088251681,0.0,0.0,0.0,0.0,0,0
2008-03-03,11.011874076791212,11.421667689516866,11.011874076791212,11.3649263381958,0,0.0,0.0,0.0,0.0,0,77.47081859719142,82.63886437780792,84.98288252554117,73.97750802484742,73.56747726658776,0.27378869257904803,0.4770351136123683,0.6552669989810536,0.8028784108200657,0.9166381461198636,0.16555078342241708,0.18656505177440066,0.19529735231036016,0.16994739605660927,0.16172901565565417,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,1.0,0,0.3267886414153338,0.3267886414153338,0.4224035012038385,0.4224035012038385,0.4224035012038385,0.1266184122049099,0.14900856275608823,0.15500751915213679,0.1463939088251681,0.13726395586748125,0.0,0.0,0.0,0.0,0,0
2008-03-04,11.337607620783928,11.446886050002632,11.024483447224846,11.129558563232422,0,0.0,0.0,0.0,0.0,0,82.63886437780792,84.98288252554117,73.97750802484742,73.56747726658776,65.09443344870625,0.4770351136123683,0.6552669989810536,0.8028784108200657,0.9166381461198636,0.9765556985853205,0.18656505177440066,0.19529735231036016,0.16994739605660927,0.16172901565565417,0.13212306739516344,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,1,0.3267886414153338,0.4224035012038385,0.4224035012038385,0.4224035012038385,0.5474419778634694,0.14900856275608823,0.15500751915213679,0.1463939088251681,0.13726395586748125,0.13766562534182736,0.0,0.0,0.0,0.0,0,0
2008-03-05,11.243029030145813,11.451077896891062,11.163172902359012,11.438468933105469,0,0.0,0.0,0.0,0.0,0,84.98288252554117,73.97750802484742,73.56747726658776,65.09443344870625,74.25321636294389,0.6552669989810536,0.8028784108200657,0.9166381461198636,0.9765556985853205,0.9877355621759989,0.19529735231036016,0.16994739605660927,0.16172901565565417,0.13212306739516344,0.12509722314981833,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,1.0,0,0.4224035012038385,0.4224035012038385,0.4224035012038385,0.5474419778634694,0.5547970307568413,0.15500751915213679,0.1463939088251681,0.13726395586748125,0.13766562534182736,0.14260733278693877,0.0,0.0,0.0,0.0,0,0
2008-03-06,11.327105259702279,11.40275914813214,10.927820205688477,10.927820205688477,0,0.0,0.0,0.0,0.0,0,73.97750802484742,73.56747726658776,65.09443344870625,74.25321636294389,62.654506012162145,0.8028784108200657,0.9166381461198636,0.9765556985853205,0.9877355621759989,0.954756357238761,0.16994739605660927,0.16172901565565417,0.13212306739516344,0.12509722314981833,0.08000498819116572,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,0.0,1,0.4224035012038385,0.4224035012038385,0.5474419778634694,0.5547970307568413,0.6619740462830794,0.1463939088251681,0.13726395586748125,0.13766562534182736,0.14260733278693877,0.12417957338939019,0.0,0.0,0.0,0.0,0,0
2008-03-07,10.858462264579702,10.906796980989734,10.570556104409263,10.738677024841309,0,0.0,0.0,0.0,0.0,0,73.56747726658776,65.09443344870625,74.25321636294389,62.654506012162145,56.562605386544725,0.9166381461198636,0.9765556985853205,0.9877355621759989,0.954756357238761,0.8551893442285472,0.16172901565565417,0.13212306739516344,0.12509722314981833,0.08000498819116572,0.03375267180494368,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,1.0,1,0.4224035012038385,0.5474419778634694,0.5547970307568413,0.6619740462830794,0.7040039913770801,0.13726395586748125,0.13766562534182736,0.14260733278693877,0.12417957338939019,0.0895529352306188,0.0,0.0,0.0,0.0,0,0
2008-03-10,10.717660937566562,10.77019896387011,10.412943470713415,10.545337677001953,0,0.0,0.0,0.0,0.0,0,65.09443344870625,74.25321636294389,62.654506012162145,56.562605386544725,56.14144633124634,0.9765556985853205,0.9877355621759989,0.954756357238761,0.8551893442285472,0.7214961313896282,0.13212306739516344,0.12509722314981833,0.08000498819116572,0.03375267180494368,-0.011146857033212332,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,1,0.5474419778634694,0.5547970307568413,0.6619740462830794,0.7040039913770801,0.6251976745291561,0.13766562534182736,0.14260733278693877,0.12417957338939019,0.0895529352306188,0.07271088835883704,0.0,0.0,0.0,0.0,0,0
2008-03-11,10.822737981458422,11.110644180485957,10.713460525569367,11.04339599609375,0,0.0,0.0,0.0,0.0,0,74.25321636294389,62.654506012162145,56.562605386544725,56.14144633124634,59.60006835640449,0.9877355621759989,0.954756357238761,0.8551893442285472,0.7214961313896282,0.6352911122134302,0.12509722314981833,0.08000498819116572,0.03375267180494368,-0.011146857033212332,-0.008695987534950572,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1.0,1,0.5547970307568413,0.6619740462830794,0.7040039913770801,0.6251976745291561,0.6136349989648249,0.14260733278693877,0.12417957338939019,0.0895529352306188,0.07271088835883704,0.093333383390613,0.0,0.0,0.0,0.0,0,0
