Date,_Open,_High,_Low,_Close,_Volume
2000-01-03,1462.5849115607443,1487.4799738851825,1375.4521934252107,1384.787841796875,30400
2000-01-04,1338.1094768190164,1366.1164193570887,1244.7530016921082,1350.5570068359375,167200
2000-01-05,1313.2144069846615,1356.78076171875,1313.2144069846615,1356.78076171875,51200
2000-01-06,1400.347007518252,1425.2420654296875,1400.347007518252,1425.2420654296875,47200
2000-01-07,1425.242128282912,1524.822364320146,1425.242128282912,1462.584716796875,173600
2000-01-10,1475.0323181152344,1537.2699686686199,1375.4520772298179,1493.70361328125,46400
2000-01-11,1493.70361328125,1493.70361328125,1400.3471374511719,1493.70361328125,31200
2000-01-12,1400.3472369650137,1431.466064453125,1400.3472369650137,1431.466064453125,39200
2000-01-13,1456.3609223701585,1456.3609223701585,1319.4381006088615,1325.661865234375,85600
2000-01-14,1319.4381502591646,1325.6619151188777,1275.8717962411733,1294.5430908203125,101600
2000-01-17,1306.9907762480946,1306.9907762480946,1244.7531202362804,1275.8719482421875,52800
2000-01-18,1306.99072265625,1338.1095493861608,1306.99072265625,1306.99072265625,48000
2000-01-19,1288.3194650929313,1288.3194650929313,1244.9398193359375,1244.9398193359375,26400
2000-01-20,1257.2005998883928,1356.7808454241072,1251.0390721958706,1306.99072265625,128000
2000-01-21,1306.9904384328358,1306.9904384328358,1275.99609375,1275.99609375,37600
2000-01-24,1306.9903919997726,1306.9903919997726,1275.871573142635,1282.0953369140625,25600
2000-01-25,1282.0953369140625,1282.0953369140625,1282.0953369140625,1282.0953369140625,0
2000-01-26,1282.0956433105468,1282.0956433105468,1244.7530517578125,1244.7530517578125,145600
2000-01-27,1250.9767963673808,1257.2005615234375,1244.7530312113242,1257.2005615234375,96000
2000-01-28,1219.920228375244,1244.7530517578125,1207.4104602050782,1244.7530517578125,63200
2000-01-31,1213.6342066714637,1213.6342066714637,1182.515380859375,1182.515380859375,28800
2000-02-01,1222.969820317247,1229.13134765625,1222.969820317247,1229.13134765625,9600
2000-02-02,1229.317976848398,1244.7529129692164,1188.80126953125,1188.80126953125,60800
2000-02-03,1213.6342066714637,1213.6342066714637,1182.515380859375,1182.515380859375,16800
2000-02-04,1201.1865338461482,1201.1865338461482,1120.277596333195,1182.4530029296875,17600
2000-02-07,1244.628525226178,1244.628525226178,1182.5153504999191,1201.1866455078125,9600
