Date,_Open,_High,_Low,_Close,_Volume
2000-01-03,3055.893276479791,3055.893276479791,2874.8032602381363,2923.09375,1172481
2000-01-04,2980.4388446130993,2980.4388446130993,2776.7126464843755,2776.712646484375,1311940
2000-01-05,2829.5317668505145,2829.5317668505145,2716.350528798971,2791.8046875,1664644
2000-01-06,2754.8317716973966,2866.5039279294842,2738.9862218402964,2828.77685546875,1970123
2000-01-07,2829.532300453913,2912.5320537898237,2806.896102945584,2837.077880859375,1373183
2000-01-10,2912.5301198182733,2912.5301198182733,2746.530995226837,2784.258056640625,1589380
2000-01-11,2784.2588760024937,2791.8041817641724,2610.7141249446086,2633.3505859375,3105712
2000-01-12,2637.1230469038505,2708.804673460633,2542.8055035426046,2588.077880859375,1435533
2000-01-13,2678.622843948536,2791.804056415583,2640.8957731261867,2652.2138671875,4633111
2000-01-14,2701.25964268797,2791.8046875,2678.6234494484565,2791.8046875,3222296
2000-01-17,2835.5672463066217,2844.6216115460347,2731.440414930108,2769.16748046875,786204
2000-01-18,2754.0765998825177,2769.16748046875,2701.258653757643,2769.16748046875,1969386
2000-01-19,2742.7593615505666,2790.2954734957725,2693.7141882621763,2738.986572265625,1062907
2000-01-20,2738.9855941121214,2761.622049883819,2663.531466483435,2664.2861328125,1276522
2000-01-21,2716.3491493234123,2772.939875537038,2603.16796875,2603.16796875,1028227
2000-01-24,2640.8956716261,2640.8956716261,2572.9868380143107,2584.304931640625,965139
2000-01-25,2584.304931640625,2584.304931640625,2584.304931640625,2584.304931640625,0
2000-01-26,2580.53256117629,2580.53256117629,2497.5328407432326,2564.68701171875,1125995
2000-01-27,2565.440937643969,2603.1679982628284,2468.1050288170054,2489.98681640625,843758
2000-01-28,2489.987174144599,2512.6233593973043,2384.3512804934667,2410.76025390625,710203
2000-01-31,2406.987537032953,2406.987537032953,2308.897216796875,2308.897216796875,1111238
2000-02-01,2414.533533753097,2429.6244176125797,2301.35231258788,2361.715576171875,1521127
2000-02-02,2376.805922613169,2429.623868251756,2339.0788574218745,2339.078857421875,559308
2000-02-03,2414.5330790751686,2452.2601456925677,2278.7155576963683,2323.2333984375,3453988
2000-02-04,2391.8975407416124,2414.5337324668044,2312.670597849482,2316.443115234375,8303666
2000-02-07,2339.0793439539843,2391.897300578788,2256.0796201567414,2388.12451171875,13891957
2000-02-08,2413.779075910493,2550.351165272629,2406.9881639939167,2497.533203125,13153713
2000-02-09,2513.377664671942,2535.259180407345,2459.805059169626,2489.98681640625,7221205
2000-02-10,2511.1140532692675,2595.622814307845,2474.896051660428,2557.895751953125,4192231
2000-02-11,2566.196090189011,2633.3502545046913,2452.260220477074,2466.596435546875,2428712
2000-02-14,2527.714280326392,2580.5322279907605,2339.8333416666615,2384.351318359375,1489767
2000-02-15,2437.1704091142797,2437.1704091142797,2301.3529598856553,2377.5615234375,2166029
2000-02-16,2413.7783068136555,2444.7144620234158,2361.715027847325,2376.805908203125,2982118
2000-02-17,2414.533391091026,2452.2604625836707,2369.2607421875,2369.2607421875,1242211
2000-02-18,2369.2603464625854,2369.2603464625854,2308.8970965272892,2339.078857421875,2816834
2000-02-21,2316.4423867799246,2391.896788558925,2286.2608979221977,2376.805908203125,1887851
2000-02-22,2413.7780162264808,2414.532682487662,2316.442107910715,2330.02392578125,1973813
2000-02-23,2376.0519545103075,2376.806621088691,2301.3524685322836,2365.488525390625,1287959
2000-02-24,2369.2607989916987,2399.4425656510057,2316.4428432648756,2317.197509765625,2092610
2000-02-25,2331.5332958703184,2361.715056953889,2290.033714197755,2301.351806640625,1503418
2000-02-28,2290.033835656819,2290.033835656819,2225.89765791604,2271.170166015625,891720
2000-02-29,2290.0337260497445,2301.3518185511907,2199.488578257359,2202.5068359375,1830296
2000-03-01,2188.171142578125,2263.6252964727187,2127.8078738332415,2188.171142578125,4112541
2000-03-02,2225.898105920615,2252.3070856212644,2086.3079011545888,2108.944091796875,5772389
2000-03-03,2187.4170995505965,2218.353271484375,2157.9899892828057,2218.353271484375,5241489
2000-03-06,2218.353271484375,2218.353271484375,2218.353271484375,2218.353271484375,0
2000-03-07,2218.353271484375,2218.353271484375,2218.353271484375,2218.353271484375,0
2000-03-08,2188.170321395455,2210.806640625,2157.988698349657,2210.806640625,1339979
