Date,_Open,_High,_Low,_Close,_Volume
2000-01-03,1.0205059181957545,1.0205059181957545,0.9801137447357178,0.9801137447357178,360648
2000-01-04,0.9539782820048631,0.9539782820048631,0.9005170472397734,0.9088335037231445,2262249
2000-01-05,0.9005168440129036,0.9539780667129697,0.8731925028330372,0.9397216439247131,1967173
2000-01-06,0.9397210518240213,0.9979336435895567,0.9361570499442191,0.9539774656295776,2885188
2000-01-07,0.980114638491695,0.980114638491695,0.9492257641168631,0.9706101417541504,2360608
2000-01-10,0.9979343726537918,0.9979343726537918,0.9717980689165241,0.9753624796867371,2819615
2000-01-11,0.9979353893308044,0.9979353893308044,0.9183382987976074,0.9183382987976074,4065492
2000-01-12,0.9611060600290048,0.9717980148438417,0.9361576817865028,0.9622940421104431,2491753
2000-01-13,0.997934975493187,1.0252598582940886,0.9717986559673124,1.0157554149627686,8262129
2000-01-14,1.0157542022308947,1.1226760149002075,1.0157542022308947,1.1226760149002075,13475140
2000-01-17,1.1583180241084046,1.1856424513164943,1.0787209411380643,1.103669285774231,3016333
2000-01-18,1.1036684371843917,1.1131724119186401,1.060899680265901,1.1131724119186401,8655564
2000-01-19,1.0870358447734232,1.1048561559043153,1.0608994271420777,1.0787198543548584,3147478
2000-01-20,1.0870367901434714,1.0870367901434714,1.028823994014013,1.0466439723968506,1540952
2000-01-21,1.051395321206083,1.052583419185245,0.997934162436254,1.0110026597976685,2950760
2000-01-24,1.0288230321531528,1.0288230321531528,0.9896183502227772,0.9967462420463562,1114731
2000-01-25,0.9967462420463562,0.9967462420463562,0.9967462420463562,0.9967462420463562,0
2000-01-26,0.9979341822614038,0.9979341822614038,0.9717978835105896,0.9717978835105896,3081905
2000-01-27,1.0074393386161684,1.0074393386161684,0.9801150384005619,0.9896190166473389,4196637
2000-01-28,0.9943706305775484,1.0157550101196458,0.9943706305775484,1.0074390172958374,3016333
2000-01-31,1.0692163676786612,1.0692163676786612,0.9943712265844347,0.9979351758956909,524579
2000-02-01,0.9991234745368678,0.9991234745368678,0.9611066323113503,0.9813030362129211,2196677
2000-02-02,0.9967469132709523,1.0157553340923433,0.9896190166473389,0.9896190166473389,360648
2000-02-03,1.0335758815630247,1.0692161810278795,1.0335758815630247,1.0383278131484985,1639311
2000-02-04,1.032387505527287,1.0383274177471753,1.0205069845959471,1.0252594947814941,1901601
2000-02-07,0.9979351758956909,1.0062516380319146,0.9979351758956909,0.9979351758956909,9409647
2000-02-08,1.0074390172958374,1.0252594496628407,1.0074390172958374,1.0074390172958374,3540912
2000-02-09,1.0074390172958374,1.0205069396864377,0.9967465953609443,1.0074390172958374,3049119
2000-02-10,0.9979340353772094,1.0323868989944458,0.9979340353772094,1.0323868989944458,10262089
2000-02-11,1.0335760619921555,1.0335760619921555,0.9813032963611696,0.9979351758956909,754083
2000-02-14,1.0466428145285323,1.0466428145285323,0.9717977576502779,0.9884300827980042,2262249
2000-02-15,0.9801144816490087,0.9801144816490087,0.9361576930817787,0.9444736838340759,1213090
2000-02-16,0.9801144698233692,0.9801144698233692,0.944473672438463,0.9622940421104431,2819615
2000-02-17,0.9539785482941168,0.9622944847301528,0.9397221183090234,0.9409101009368896,2655684
2000-02-18,0.9444746872030645,0.9444746872030645,0.8922019103921504,0.9183382987976074,1934387
2000-02-21,0.9088343158529184,0.9361586876162096,0.8910139270343164,0.9183382987976074,622938
2000-02-22,0.9183375963331503,0.9183375963331503,0.9040816328209383,0.9100216031074524,918014
2000-02-23,0.9100218353578525,0.9183378307059098,0.8957654038794872,0.9135858416557312,688510
2000-02-24,0.9266545471936968,0.9397224771725838,0.9005176424980164,0.9005176424980164,4393354
2000-02-25,0.9361584698869807,0.9361584698869807,0.9005176424980164,0.9005176424980164,1475380
2000-02-28,0.9088335037231445,0.9088335037231445,0.8910131308287522,0.9088335037231445,360648
2000-02-29,0.9266534586096914,0.9361573701382772,0.8862606883049011,0.8862606883049011,3147478
2000-03-01,0.9088336206583423,0.9361579715204035,0.9088336206583423,0.9100216031074524,5344155
2000-03-02,0.9361571074293902,0.9361571074293902,0.9100207631407875,0.9171487092971802,4524499
2000-03-03,0.9361586876162096,0.9361586876162096,0.914774290683097,0.9183382987976074,3508126
2000-03-06,0.9183382987976074,0.9183382987976074,0.9183382987976074,0.9183382987976074,0
2000-03-07,0.9183382987976074,0.9183382987976074,0.9183382987976074,0.9183382987976074,0
2000-03-08,0.917150044090465,0.9266545471936968,0.9005176424980164,0.9005176424980164,393434
2000-03-09,0.9017059749437296,0.9040819406509399,0.8922015317050516,0.9040819406509399,2163891
2000-03-10,0.9040819406509399,0.9076459472527391,0.8957654802658671,0.9040819406509399,2032746
2000-03-13,0.9040819406509399,0.9040819406509399,0.9040819406509399,0.9040819406509399,0
2000-03-14,0.9444736838340759,0.9444736838340759,0.9005168952668459,0.9444736838340759,6655604
2000-03-15,0.9361576930817787,0.9539781210097183,0.926653778274656,0.9444736838340759,1311449
2000-03-16,0.9397220667565794,0.9444740550483264,0.9266541424850024,0.9361580610275269,1573739
2000-03-17,0.9361584698869807,0.9539789126019602,0.9005176424980164,0.9005176424980164,2360608
2000-03-20,0.9314054429771182,0.9314054429771182,0.8910127282142639,0.8910127282142639,1081945
2000-03-21,0.895765652130877,0.9005176424980164,0.874381260171289,0.9005176424980164,4983506
2000-03-22,0.9183372766713788,0.9349696636199951,0.9005168496462305,0.9349696636199951,5311369
2000-03-23,0.9314052477528535,0.9492251445323812,0.9088329025632572,0.9147728681564331,1803242
2000-03-24,0.9183375915237386,0.9670463227062552,0.9183375915237386,0.9658583402633667,4360568
2000-03-27,0.9622940421104431,0.9670460284771424,0.953978109499429,0.9622940421104431,2458967
2000-03-28,0.9634813114088957,0.9848656695459995,0.9444729737178358,0.9801137447357178,3213050
2000-03-29,0.9896186128606362,0.9896186128606362,0.953978273669937,0.9706101417541504,3180264
2000-03-30,0.9706104076995966,0.9717984483519522,0.9373460820072473,0.9480380415916443,1377021
2000-03-31,0.9444740120847462,0.9777388572692871,0.9444740120847462,0.9777388572692871,360648
2000-04-03,0.9361570499442191,0.9611054113482754,0.9266531416662578,0.9539774656295776,819655
2000-04-04,0.9611070827093277,0.9622950660548574,0.9123983145174169,0.9219022393226624,2426180
2000-04-05,0.9254658943212787,0.9361578510695144,0.9005170472397734,0.9088335037231445,4754003
2000-04-06,0.9088343158529184,0.9314066961438651,0.9088343158529184,0.9183382987976074,885228
2000-04-07,0.9183372709265734,0.9432855900091831,0.9183372709265734,0.9397216439247131,393434
2000-04-10,0.9266536943630247,0.9266536943630247,0.8957648277282715,0.8957648277282715,459007
2000-04-11,0.8910131308287522,0.9088335037231445,0.8826971386730327,0.9088335037231445,1311449
2000-04-12,0.9088330930563167,0.9088330930563167,0.8826967398162207,0.8910127282142639,491793
2000-04-13,0.8910129766026281,0.9005168913686095,0.8553726432695514,0.873192548751831,2622898
2000-04-14,0.8553727158750026,0.8553727158750026,0.7864676012547032,0.793595552444458,2786829
2000-04-17,0.784091280191236,0.8114156126976013,0.743698511073055,0.8114156126976013,2754043
2000-04-18,0.8197316972868749,0.8553724884986877,0.8197316972868749,0.8553724884986877,2065532
2000-04-19,0.8470559228009644,0.8470559228009644,0.8363639712537271,0.837552011013031,983586
2000-04-20,0.8375521219132492,0.8553724884986877,0.8197316972868749,0.8553724884986877,1311449
2000-04-21,0.8553724884986877,0.8553724884986877,0.8553724884986877,0.8553724884986877,0
2000-04-24,0.8256715448681482,0.8470559120178223,0.8256715448681482,0.8470559120178223,2819615
2000-04-25,0.8553723752388759,0.8601243601533067,0.837552011013031,0.837552011013031,885228
2000-04-26,0.8506199151685071,0.8506199151685071,0.8387399820541275,0.8470559120178223,2131104
2000-04-27,0.8470559616264639,0.8910127382443626,0.837552049402911,0.8684403300285339,1213090
2000-04-28,0.8910131308287522,0.9088335037231445,0.8731926998934035,0.9088335037231445,4163851
2000-05-01,0.9088335037231445,0.9088335037231445,0.9088335037231445,0.9088335037231445,0
2000-05-02,0.9076450551432537,0.9183370063987235,0.8862606883049011,0.8862606883049011,1672097
