Date,_Open,_High,_Low,_Close,_Volume
2017-02-24,3.4698469638824463,3.4698469638824463,3.4698469638824463,3.4698469638824463,5200
2017-03-01,3.469846234646737,3.469846234646737,3.4221835136413574,3.4221835136413574,17200
2017-03-02,3.4221835136413574,3.4221835136413574,3.4221835136413574,3.4221835136413574,0
2017-03-03,3.6223681004842123,3.6223681004842123,3.5270426241556803,3.5747053623199463,7200
2017-03-06,3.584236542593093,3.7176923094116727,3.5270414217495354,3.6604971885681152,22800
2017-03-07,3.450782186881451,3.6223679651339147,3.450782186881451,3.504164218902588,13600
2017-03-08,3.4736599948228104,3.6223678588867188,3.4050259037176147,3.5270423889160156,16400
2017-03-09,3.41265145176028,3.622367539959155,3.361175615235162,3.6204609870910645,6800
2017-03-10,3.4507819593555356,3.618554620362232,3.431716793331689,3.5632660388946533,26000
2017-03-13,3.507977247238159,3.507977247238159,3.507977247238159,3.507977247238159,2400
2017-03-14,3.582330506575591,3.622367020146896,3.5270415722482933,3.5442001819610596,3600
2017-03-15,3.5270417079346927,3.56135892868042,3.5270417079346927,3.56135892868042,6400
2017-03-16,3.5270411783230444,3.620460063193457,3.5270411783230444,3.5461063385009766,3200
2017-03-17,3.5270411783230444,3.603301455397087,3.5270411783230444,3.5461063385009766,4400
2017-03-20,3.4889123047903143,3.4889123047903143,3.3363916873931885,3.3363916873931885,8000
2017-03-21,3.3363910410568844,3.3363910410568844,3.2429721355438232,3.2429721355438232,10000
2017-03-22,3.3935857997351597,3.546106734555559,3.3935857997351597,3.5442001819610596,623200
2017-03-23,3.4660341717524097,3.540387922511106,3.412651777267456,3.412651777267456,12000
2017-03-24,3.4164641961199673,3.4870051902267414,3.401212138426305,3.4050252437591553,46800
2017-03-27,3.4126515628346805,3.4126515628346805,3.393586397171021,3.3935863971710205,1600
2017-03-28,3.4221844693245385,3.5651726722717285,3.4221844693245385,3.5651726722717285,61200
2017-03-29,3.5804246276193026,3.622367701676477,3.55182669695899,3.5823311805725098,85200
2017-03-30,3.5823306498503396,3.6318995647389154,3.5270417133117697,3.603302001953125,349200
2017-03-31,3.580424783009221,3.6357133665005676,3.580424783009221,3.6223678588867188,390400
2017-04-03,3.603302223997634,3.670030117034912,3.5651722591461623,3.670030117034912,105200
2017-04-04,3.6033021865169044,3.792046546936035,3.6033021865169044,3.792046546936035,24000
2017-04-05,3.6662177737075043,3.782514972505214,3.6662177737075043,3.732945680618286,18000
2017-04-06,3.6338068134646164,3.652871980186319,3.5270423889160156,3.5270423889160156,74000
2017-04-07,3.5994896357338293,3.6319003105163574,3.59377034018491,3.6319003105163574,9200
2017-04-10,3.5670785976978556,3.670030270748091,3.5632658555994516,3.6204609870910645,19600
2017-04-11,3.620460577636462,3.6223671302889318,3.5308547847967944,3.5689847469329834,11600
2017-04-12,3.5270429799379697,3.6395270824432373,3.5270429799379697,3.6395270824432373,27600
2017-04-13,3.5480132511687597,3.5480132511687597,3.4507812516617125,3.509882926940918,39544400
2017-04-17,3.3192328589852362,3.5461075809537808,3.3192328589852362,3.507977247238159,4008000
2017-04-18,3.5079767347607835,3.5079767347607835,3.412651278035557,3.4317164421081543,3004400
2017-04-19,3.357362367676723,3.5079763852027672,3.2410652056964837,3.334484100341797,6914000
2017-04-20,3.256318272350238,3.422184761952719,3.256318272350238,3.3363916873931885,2558400
2017-04-24,3.4336232814284853,3.4336232814284853,3.393586397171021,3.3935863971710205,8001600
2017-04-25,3.393586397171021,3.393586397171021,3.393586397171021,3.3935863971710205,0
2017-04-26,3.4317164421081543,3.4317164421081543,3.4317164421081543,3.4317164421081543,400
2017-04-27,3.4317164421081543,3.4317164421081543,3.4317164421081543,3.4317164421081543,0
2017-04-28,3.4317164421081543,3.4317164421081543,3.4317164421081543,3.4317164421081543,0
2017-05-02,3.4317167337018093,3.4889118671417236,3.3745216002618954,3.4889118671417236,51600
2017-05-03,3.546107555637718,3.6223678588867188,3.479379653930664,3.6223678588867188,6040400
2017-05-04,3.5632662529404677,3.5632662529404677,3.469847333813511,3.5346686840057373,6047600
2017-05-05,3.5270411783230444,3.546106338500976,3.488910857967181,3.5461063385009766,11200
2017-05-08,3.4317157410710704,3.546106338500976,3.4317157410710704,3.5461063385009766,1600
2017-05-09,3.5461077921489537,3.5747053623199463,3.4927253944953556,3.5747053623199463,21200
2017-05-10,3.5747053623199463,3.6890960066417513,3.5747053623199463,3.5747053623199463,6203200
2017-05-11,3.574704809170219,3.6204609870910645,3.574704809170219,3.6204609870910645,11200
2017-05-12,3.6223678588867188,3.6223678588867188,3.464127593280864,3.6223678588867188,1600
2017-05-15,3.6223678588867188,3.6223678588867188,3.6223678588867188,3.6223678588867188,0
2017-05-16,3.5842370986938477,3.5842370986938477,3.5842370986938477,3.5842370986938477,400
2017-05-17,3.5461071334281145,3.5842370986938477,3.5079768045246147,3.5842370986938477,45200
2017-05-18,3.4469685518714743,3.4469685518714743,3.1095163427755095,3.1953094005584717,527200
2017-05-19,3.347829654292564,3.347829654292564,3.279195578547996,3.307793140411377,14400
2017-05-22,3.1076097615412093,3.202935218811035,3.1076097615412093,3.202935218811035,30000
2017-05-23,3.202935209208375,3.2601307015814505,3.1133294105529785,3.1133294105529785,17200
2017-05-24,3.2029351369342223,3.288728191739037,3.0027518272399902,3.0027518272399902,6968400
2017-05-25,3.0885452100151145,3.0885452100151145,3.0046586990356445,3.0046586990356445,8000
2017-05-26,2.995126247406006,2.995126247406006,2.995126247406006,2.995126247406006,800
2017-05-29,2.995126247406006,2.995126247406006,2.995126247406006,2.995126247406006,0
